title,company,location,how_old,link
Cientista de Dados na Juvo (1467),Keep Simple,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8e998adf9d4f8419&fccid=0e7a2b7d426aa1e3&vjs=3
ANALISTA DE DADOS PLENO,Neon Pagamentos,Home office in Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=069103fca1bb9032&fccid=f362771e1d0a24ae&vjs=3
Data Engineer Manager,Quero Educação,"São José dos Campos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=25c721aaaf1b0ee8&fccid=4c10b03c51662982&vjs=3
Desenvolvedora Back End PL (vaga Afirmativa para Mulheres),MadeiraMadeira,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=46e25d7547b8a1dc&fccid=7522264cf9717691&vjs=3
DADOS - CRÉDITO | ANALISTA SÊNIOR,Banco Next,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=05c14aff3f116c82&fccid=7c9b2962e3f3881d&vjs=3
IA | Cientista de Dados | Vaga Afirmativa para Pessoas Pretas,Gupy,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=eee87b072e85035c&fccid=1f5978062d66a82c&vjs=3
Analista Desenvolvedor Pleno,VAGAS CONFIDENCIAIS,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d874d2da93406f21&fccid=979846deeb021a88&vjs=3
ESPECIALISTA DE SISTEMAS,MUNDIVOX,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=92c8188d5aedec25&fccid=8e9e78030c743714&vjs=3
Engenheiro de Software,AgroGalaxy,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8c2750d9d8bb2169&fccid=2eb2d8151044bef5&vjs=3
Pessoa Cientista de Dados Sênior,Bankly,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=315135a014a0765f&fccid=752e5cd79a6b52b8&vjs=3
Arquiteto de Software,DXC Technology,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6af8faaf0abb6b33&fccid=feaabf8e6a699d3c&vjs=3
Estagiário(a) de Arquitetura,ENGECONSULT,"Recife, PE",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a064c4a391cef691&fccid=cc7c25d5dc7389d5&vjs=3
Estagiária – Estagiário de MKT DTM,Syngenta,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e3b4266b8c15eaea&fccid=212d266bb52619f8&vjs=3
Process Analyst Pleno,PIER.,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=393534d3db2c0d71&fccid=be2ef265d969b4b9&vjs=3
Software Development Engineer 3,Wex Europe Services Ltd,Home office,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=86a8e4d1509b6bbc&fccid=67cf6319601a0310&vjs=3
Software Development Engineer 3,WEX Inc.,Home office,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=6a26c278a3f787c8&fccid=c9538b927313f8e0&vjs=3
BRA Anl Tecnologia e Operações Pleno (Telemetria de Motores),Santander Brasil,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=0a85e98d3b859493&fccid=e57a47a3d1d90e39&vjs=3
Analista de Pricing,SuperOpa,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=453f18113c9382b8&fccid=faf956a83a070938&vjs=3
Pessoa Desenvolvedora Fullstack Pleno (Seguros) - (Vaga Remota),Carreiras Méliuz,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=fc6d339f8bfd3c3d&fccid=0c9a6edb9db7bea6&vjs=3
Bioinformata Pleno,Neoprospecta,"Cachoeira do Bom Jesus, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=726a708040969e94&fccid=2de99084204d5353&vjs=3
Senior BI Analyst - Remote,Seedz,Home office,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=8bd77641651e42f2&fccid=ea45409212384433&vjs=3
Principal Machine Learning Engineer - QuantumBlack - MLOps,McKinsey & Company,"São Paulo, SP",Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=69c54e4c1991f47b&fccid=6576e7250aa78c3c&vjs=3
Desenvolvedor Full Stack Pl,Darede,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=436e7bc9506b63d9&fccid=33fedd22fb691f90&vjs=3
Analista de Sistemas Júnior,Wilson Sons,"Rio de Janeiro, RJ",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=222593bf5950b744&fccid=937439d7959e38ef&vjs=3
Desenvolvedor(a) Back-end Python (remoto),GeekHunter,"Home office in Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=796a5bd13cd8afce&fccid=9ba8dec3013c0c90&vjs=3
Desenvolvedor(a) Back-end Sênior (Python) - Tribo SRE,Luizalabs,Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=089529ef64a1de80&fccid=5d64e462228ff346&vjs=3
Full Stack Engineer (Remote) - Brazil,AlphaSights,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e6bb8c4ee90daa22&fccid=915837b22fb3a5f0&vjs=3
Arquiteto de Integrações,Cobli,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5d1e5b9bfc2bf5f6&fccid=a793438efc260ec2&vjs=3
Senior QA Automation Engineer,BairesDev,,Postedhá 10 dias,https://br.indeed.com/rc/clk?jk=29b50bb2317c7b8e&fccid=29707109e86166e5&vjs=3
DESENVOLVEDOR DE SOFTWARE PL,Dass,,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=8370b1d0b167ef5d&fccid=7b932c5e4fb38b69&vjs=3
Assistente De TI – Porto Alegre – RS,Divulga Vagas,"Porto Alegre, RS",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=20758a2c3a81675e&fccid=1abbffd7f44ec1e9&vjs=3
Cientista de Dados R,GeekHunter,"Home office in Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a7c92c6a0c6a35ca&fccid=9ba8dec3013c0c90&vjs=3
BRA Anl Tec e Operações Senior (Riscos PF e Cartoes),Santander Brasil,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=fe05669a2874b603&fccid=e57a47a3d1d90e39&vjs=3
"Dedicated Services Engineer, Portuguese speaking",Canonical - Jobs,,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=4da5349e073b038b&fccid=d40b824c7b625849&vjs=3
QA/SDET Python Mid-Senior Level,Dextra,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=150e1652f11f7ee0&fccid=f11cf1a9f70181d8&vjs=3
Consultor de projetos Azure,SoftwareONE,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c6875065cad90df0&fccid=087aaf21c7121482&vjs=3
Senior Software Engineer - QuantumBlack Labs,McKinsey & Company,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=afcde020dea740c9&fccid=6576e7250aa78c3c&vjs=3
MIS E INTELIGÊNCIA DE MERCADO | LÍDER,Banco Next,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=649e7fd5d522a62d&fccid=7c9b2962e3f3881d&vjs=3
Desenvolvedor: Back - Full Stack Sr.,Plus-IT Consulting,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=3dfadbb2adf595f1&fccid=18029a0d1b99cbb7&vjs=3
Internship - Cash Equity Sales Trading Brazil,Credit Suisse,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f017f9bfe15c3e80&fccid=e127f4594cdf24f4&vjs=3
Desenvolvedor de Integrações,Sami,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=17ff1d9a9576fe23&fccid=cb04dcec7a7ab7a1&vjs=3
Cyber Security Intern,Samsung Electronics,"Campinas, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=51b033d97570891f&fccid=da3c7fed78dd1607&vjs=3
Analista de MIS,credsystem,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cc0aad1d811a6c1a&fccid=e35ff851d1795831&vjs=3
ANALISTA DE ARQUITETURA E INTEGRAÇÕES SÊNIOR,Banco Master,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=c0649b1dc604832b&fccid=d4aad7adc82f9a32&vjs=3
Analista de Integração de Dados,Triad Systems,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=ad0e7f3aeeb80220&fccid=17568b11f72cc453&vjs=3
Desenvolvedor (a) FullStack,Leads2b,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=377f379ce341ed79&fccid=175e15006ce25d2a&vjs=3
User Operations Lead,TikTok,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d299b459b41705b4&fccid=caed318a9335aac0&vjs=3
ESPECIALISTA DE LOGÍSTICA JR - SÃO PAULO,OEmprego,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=faff4237f2161175&fccid=919b31f0a22ef58e&vjs=3
Analista de Big Data,Alliança RH,"São José dos Campos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=75ed733e50a6f213&fccid=68be5bab82094cbe&vjs=3
Pessoa Cientista de Dados | Data Science,PicPay,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=33c01c433970773c&fccid=c031daea3b1126ba&vjs=3
Delivery Manager | e-Commerce,Rappi,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=122fa0c894b21b1e&fccid=72647c43dd44e6cc&vjs=3
Desenvolvedor (a) Back End | Node.js | TypeScript | Python - Sênior,Mercafacil,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=f1a7411458a7b31e&fccid=e1d8d0a26265504b&vjs=3
Freight Audit (Analytics),Shopee,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=8c05633fc3b798f9&fccid=0b476c4a7add47fe&vjs=3
Produto - Pessoa Pesquisadora IA (Bolsista),i.Systems,Home office,Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=60418d7b6f5bf211&fccid=be331852ad789f59&vjs=3
Estagiário de Auditoria,San Paolo Gelato & Café,"Fortaleza, CE",Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=9c75730a35f74164&fccid=66930216905d962a&vjs=3
Estágio em Desenvolvimento de Software,Storm Tecnologia,"Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=181275005e70d40d&fccid=986a8ef3abe53f1c&vjs=3
Analista de Monitoramento- Observability Zabbix/ Grafana,Secureway,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9fd67633900a2bb2&fccid=cdc7570b18aa915a&vjs=3
Engenheiro de Machine Learning,IndeCX Carreiras,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=1fe0ecce54cebb4c&fccid=dd616958bd9ddc12&vjs=3
ARQUITETO DE SOFTWARE,NTConsult,"Porto Alegre, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3d303958a1e1e214&fccid=ea28bc52044fb47b&vjs=3
Coord Financeiro,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5900c84e5c8af7ec&fccid=e57a47a3d1d90e39&vjs=3
CÓD. 253/2022 - DESENVOLVEDOR FULLSTACK,Eldorado,"Manaus, AM",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=d69600143a8cce21&fccid=70cf64a0b596b733&vjs=3
Cientista de Dados Sênior,EY,,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=e3e7d1567c8d7a71&fccid=1544766d4c2915b0&vjs=3
Analista Windows / VMware Sr.,EWAVE DO BRASIL,"Home office in São Bernardo do Campo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=e11835a5761d8680&fccid=3e70db4eb9a109af&vjs=3
Analista de Marketing de Performance Senior,Cora Bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=834021ff4c66d5b7&fccid=c6f6eb272f17cbbf&vjs=3
Fraud and Risk Analyst,ViaSat,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4154e7a47d942d28&fccid=8b219f1987ef65ea&vjs=3
Analista de Qualidade Pleno,J&T Express Brasil,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=fa86fb7d6e552e0b&fccid=fa215c77d73c4203&vjs=3
Infrastructure Development_Associate,"JPMorgan Chase Bank, N.A.","São Paulo, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=02f421f0b01fe22c&fccid=aaf3b433897ea465&vjs=3
Desenvolvedor IoT,Logicalis,"Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ad03cc7a0edf6c21&fccid=56e37881a6eea444&vjs=3
Estágio em TI | Centro - RJ,Wilson Sons,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=12fa36a98104f5fa&fccid=937439d7959e38ef&vjs=3
Credit Analyst – Financial Institutions Moody's Local,Moody's Investors Service,"São Paulo, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=626dbe475ba1144e&fccid=28eefc5b86560831&vjs=3
QA / Tester - SR,SiDi,"Home office in Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=74a646e627402494&fccid=d944f1c7c41daa58&vjs=3
ANALISTA DE DADOS PL,Arezzo&CO,"Campo Bom, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=754d5b1f796f700c&fccid=fd36a8c7ce8ff6c3&vjs=3
Consultor(a) Sênior - Gestão de Riscos (Indústria Financeira),EY,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=fbe951917846c6d1&fccid=1544766d4c2915b0&vjs=3
Engenheiro de Dados,Telhanorte - Saint Gobain,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9de9554858497d98&fccid=5d93a7db46bd9612&vjs=3
Analista de Dados pleno (remoto) Python,GeekHunter,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=49dc171c697a83f0&fccid=9ba8dec3013c0c90&vjs=3
Programador(a) Fullstack – (Python & Javascript),Neoprospecta,"Cachoeira do Bom Jesus, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=42e47ab9cecffe43&fccid=2de99084204d5353&vjs=3
Analista de Segurança da Informação | Segurança de Plataforma de Aplicações,Globo,Home office,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=e0ad0fd9484d19be&fccid=69cd436cef8c3dbe&vjs=3
Data Engineer Pleno,Gringo,Home office,Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=24003a2e16f900b7&fccid=a0902a1ef5fa6aa3&vjs=3
iClinic | Pessoa Engenheira de Software Backend | Python - Pleno/Senior (Remoto),iClinic | Grupo Afya,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cc91c2d801ab1013&fccid=dd616958bd9ddc12&vjs=3
ANALISTA PROGRAMADOR JUNIOR - GÔIANIA,Hypera Pharma,"Anápolis, GO",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d36a34b20f8c4f5d&fccid=b3144f22b919ef02&vjs=3
Cientista de Dados Senior,Petlove&Co,Home office,Postedhá 22 dias,https://br.indeed.com/company/Petlove/jobs/Cientista-Dados-Senior-d925e5454fb6ece0?fccid=3c4e799b25f58781&vjs=3
SAP Linux Admin,SAP,"São Leopoldo, RS",Postedhá 18 dias,https://br.indeed.com/rc/clk?jk=9e89955282313b59&fccid=156c7820d1988640&vjs=3
"Sr Developer - Python, SQL, and REST",Thomson Reuters,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=430d6a0f67148f48&fccid=f4c6ed63cbcfdc0d&vjs=3
Sr. Development and Support Analyst,Juntos Somos Mais,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=eea8f88a589b6fe2&fccid=de4d40771cb9097f&vjs=3
Pessoa Desenvolvedora I,ANDRITZ AG,"Home office in Porto Alegre, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1eb7dcabf98062c7&fccid=31dc3ff412a8dc30&vjs=3
Pessoa Desenvolvedora Python – Sênior,South System,Home office,Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=2d407a95ce308134&fccid=655206b229101e5f&vjs=3
Desenvolvedor(a) de Firmware/Software para embarcados,Não encontrada,"João Monlevade, MG",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=5314551438b97849&fccid=dd616958bd9ddc12&vjs=3
Cientista de Dados Pl/Sr - Inovação,DB,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4c6092bddde265db&fccid=98832d38444d971b&vjs=3
Engineering Technical Writer/Documentation Analyst (Software Product),ESSS,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=400266cfda16c60c&fccid=87e30d5fb8d00995&vjs=3
DATA ENGINEER,Serasa,"São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=b7a0d23d4f0004b8&fccid=e5c86fb795b26050&vjs=3
Consulting Analyst – Data Scientist,Visa,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d67ba9a3de35bead&fccid=a3f737e511d9fc8c&vjs=3
DevOps Jr,QI TECH,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=703fbac3c2811a05&fccid=adac0a28bbf5a372&vjs=3
Pesquisador III - Desenvolvedor de Sistema de Visão,Powermig,"Caxias do Sul, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=484cebd4140d59c4&fccid=08170e5734a835d8&vjs=3
Pessoa Desenvolvedora de Jogos III | Tapps Games,Tapps Games,Home office,Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=3ef2f105e4f02d74&fccid=87cdacb62c7f92a5&vjs=3
Software Engineering - CVA Technology,Goldman Sachs,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a207c3db6427ff3b&fccid=16a97ed26c75bf2d&vjs=3
Senior Quality Assurance Engineer - Vaga afirmativa para mulheres,tembici.,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=aa5fecbd93e2bf87&fccid=90220ad0f8ca290d&vjs=3
iClinic | Pessoa Engenheira de Software Front End Sênior - React,iClinic | Grupo Afya,"Home office in Ribeirão Preto, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=24d737f9af962e18&fccid=dd616958bd9ddc12&vjs=3
Programador Backend - Remoto,EMPREGARE EXPRESS,"Home office in São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=8ad741d516031cfa&fccid=7aad578c1d581c00&vjs=3
Desenvolvedor(a) Back-End (DevOps),Não encontrada,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=9a2a5257c9f17776&fccid=dd616958bd9ddc12&vjs=3
Assistente de BackOffice de Energia,CISER,"Joinville, SC",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=fed8866ad7d4692a&fccid=2db9807761dfef62&vjs=3
Cientista de Dados Pleno - Políticas de Fraude,Open Co,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=13d75ed0d09eeb13&fccid=98d28f69e5b7c531&vjs=3
Data Analyst - Global Business Solutions,TikTok,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b227f4b91f9f9243&fccid=caed318a9335aac0&vjs=3
Full Stack Software Engineer (Remote),GE Renewable Energy,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=37c44d6c9a7ad302&fccid=1a58d1f68a45eff2&vjs=3
Analista de Planejamento de Cobrança Sênior,Vagas na Provi,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d4ee467abee47d84&fccid=126991e7b1ddf0a4&vjs=3
Data Engineer GCP,Datum TI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ed397af953c399dd&fccid=e267f08170cab296&vjs=3
Engenheiro(a) de Dados,Algar Tech,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=50022f572ffafd09&fccid=24e281b069f9195d&vjs=3
Arquiteto(a) de TI,Algar Tech,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a07fe04fca775b0c&fccid=24e281b069f9195d&vjs=3
DESENVOLVEDOR BACKEND PYTHON PLENO,DOMVS SERVICE IT,"São Paulo, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=f3ba792bc62be66f&fccid=55aeb5136c04dfab&vjs=3
Analista de Dados SR (DF | SP),Cateno,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=1abb1151db622194&fccid=2100d07cd6d4e880&vjs=3
Operations Coordinator (Uber Direct),Uber,"Osasco, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=2a255a4d3c0788d8&fccid=f766f8bfbc3effb7&vjs=3
Cientista de Dados,Eniwine,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8731855bfad2d8a4&fccid=b7427f24684f8842&vjs=3
Desenvolvedor(a) Full Stack,Rino Box,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=efc33b4a351f38e0&fccid=605bf1816b4f7066&vjs=3
ANALISTA DE MODELAGEM E PRECIFICACAO II (Inteligência de Mercado),HDI Seguros,"Hybrid remote in São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=691488e144b20504&fccid=d0464aa171e2f30c&vjs=3
Estágio em Crédito,Farm Investimentos,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f8fd7931d43a3d65&fccid=a97e0ad009859080&vjs=3
Cientista de Dados,Curriculum.com.br,,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=2430bc5b37664ca0&fccid=22d7ce555383096d&vjs=3
Senior Systems Integrator,LSEG (London Stock Exchange Group),"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=26e40fbaa3df67de&fccid=2d181105260f6454&vjs=3
Analista de Dados (BI),CIA Hering,"Home office in Blumenau, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=75cc88ae5cdc0d15&fccid=a76c73cacfc7a3e6&vjs=3
IT Senior Analyst,Santander,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=a3cffcfa31350173&fccid=e57a47a3d1d90e39&vjs=3
Product Manager - Core Finance,will bank,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=d3c5c24e7874989a&fccid=6f87f0f19f9e71be&vjs=3
ESPECIALISTA DE CRM DATA QUALITY,Serasa,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=37e9d6ebce9e7a8a&fccid=e5c86fb795b26050&vjs=3
DESENVOLVEDOR RPA - PRESENCIAL/HÍBRIDO,Tactus Contabilidade,"São Bernardo do Campo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=babf96872475cf8b&fccid=5a0da0cc3a565992&vjs=3
Desenvolvedor(a) Rpa,TCT CONTABILIDADE LTDA,"São Bernardo do Campo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=8e98546698251ebc&fccid=9c5bb7db1027c9a7&vjs=3
Desenvolvedor(a) PJ PHP Pleno [PRO-076 #62],Não encontrada,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=3738d42e4de40473&fccid=dd616958bd9ddc12&vjs=3
Java Developer,Luxoft,"Brasília, DF",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=c715a9098c31cc71&fccid=4b841d912d46e4fd&vjs=3
Full Stack Developer,Vórtx QR Tokenizadora,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5d269968512064e3&fccid=e35e44f22d5ecc96&vjs=3
Analista de Dados | Sênior,Quero Educação,"São José dos Campos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9d24d79b1e5359e4&fccid=4c10b03c51662982&vjs=3
Analista de BI,INVICTUS Tactical,"Palhoça, SC",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=6f6142050ae1b2e1&fccid=6d7c3d8dc29f0aec&vjs=3
Especialista de Crédito (Ciência de Dados),REALIZE CFI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a43a433510d9f7fe&fccid=e4bcb81ca9203d45&vjs=3
Desenvolvedor Python sênior - BEE2PAY,"Grupo Hive | Omnibees, Bee2Pay e Niara",Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a394cd8998293730&fccid=dd616958bd9ddc12&vjs=3
Pessoa Desenvolvedora FullStack - Interface em produto,Não encontrada,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=8958a659e5176c42&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) Full Stack Sr (SH),INDT,"Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ee3a0a4fad091376&fccid=aaae6fa765f90d1e&vjs=3
DESENVOLVEDOR JAVA,KLB Group Brasil,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=89f65e79886ea7bd&fccid=b0882a49091d1dca&vjs=3
ESTAGIÁRIO DE MACHINE LEARNING,Eldorado,"Manaus, AM",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=1489ba4bc674b69a&fccid=70cf64a0b596b733&vjs=3
Analista de Inteligência e Dados Sênior,L'Oreal,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cb74b4df42cdd82d&fccid=ec8a0bd60be9a6f5&vjs=3
"Especialista Full Stack (Go, Python, Node)",Inklua Servicos Para Inclusao de Pcd Ltda,"Home office in Joinville, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f5d2884186c2b235&fccid=141861a74ade1c07&vjs=3
Gerente Analytics em Finanças,Itaú,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=91226c8c9af3486a&fccid=df3b23afae2f3514&vjs=3
Especialista em Cloud Network,PicPay,Home office,Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=dab752da5df436ed&fccid=c031daea3b1126ba&vjs=3
Analista de Dados,Grupo Meta RH,"Contagem, MG",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=9d74a24bff075ec1&fccid=4d5d2df0ba5791d1&vjs=3
Desenvolvedor Mobile,Curriculum.com.br,"Rio de Janeiro, RJ",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=ff5b18ae988f9628&fccid=22d7ce555383096d&vjs=3
Analista de Monitoramento,Venha ser VIP com a gente,"Vila Velha, ES",Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=0915d19bb362a4e7&fccid=de6f3ce0587e2a71&vjs=3
ESPECIALISTA TELECOM,TBNet,"Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=602260539fcd5de0&fccid=65f90f8f399b6abd&vjs=3
Especialista Devsecops,Vertem,Home office,Postedhá 4 dias,https://br.indeed.com/rc/clk?jk=eb360666f62795d2&fccid=a4b2940c7f52e87d&vjs=3
